COUNTRY_DISPLAY,YEAR_DISPLAY,STARTYEAR,ENDYEAR,GHO_DISPLAY,DIMENSION_NAME,Value_num
Bhutan,2006,2006,2006,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,5.8
Bhutan,1997,1997,1997,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,14.3
Bhutan,1996,1996,1996,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1997,1997,1997,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.2
Bhutan,2017,2017,2017,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.5
Bhutan,2008,2008,2008,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2005,2005,2005,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,9.2
Bhutan,2012,2012,2012,Total NCD Deaths,Male,1320
Bhutan,1989,1989,1989,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,2008,2008,2008,"Prevalence of diabetes, crude",Female,11.4
Bhutan,2011,2011,2011,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,6.6
Bhutan,2001,2001,2001,"Mean total cholesterol,  age-standardized",Both sexes,4.3
Bhutan,1992,1992,1992,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,13.5
Bhutan,2025,2025,2025,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),Female,1.1
Bhutan,2009,2009,2009,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Female,13.7
Bhutan,2014,2014,2014,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Male,5.8
Bhutan,2007,2007,2007,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,5.3
Bhutan,2018,2018,2018,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,4.2
Bhutan,2019,2019,2019,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,2009,2009,2009,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,7.8
Bhutan,2017,2017,2017,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,18.9
Bhutan,2002,2002,2002,"Diabetes treatment coverage, age-standardized",Female,13.6
Bhutan,1999,1999,1999,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,2013,2013,2013,"Diabetes treatment coverage, age-standardized",Male,13.2
Bhutan,1994,1994,1994,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,2.2
Bhutan,1981,1981,1981,"Mean total cholesterol,  crude",Both sexes,4.1
Bhutan,1988,1988,1988,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,1994,1994,1994,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,3.7
Bhutan,2010,2010,2010,Estimate of current tobacco smoking prevalence (%),Male,14.5
Bhutan,2005,2005,2005,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,20.5
Bhutan,2001,2001,2001,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,2.4
Bhutan,2003,2003,2003,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,6.5
Bhutan,2010,2010,2010,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,1970,1970,1970,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1999,1999,1999,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,21.2
Bhutan,1975,1975,1975,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Male,10.4
Bhutan,1994,1994,1994,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,3.8
Bhutan,2003,2003,2003,"Mean total cholesterol,  crude",Male,4.2
Bhutan,1989,1989,1989,"Mean total cholesterol,  age-standardized",Both sexes,4.2
Bhutan,2019,2019,2019,"Prevalence of diabetes, age-standardized",Female,15.6
Bhutan,1999,1999,1999,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,5
Bhutan,2022,2022,2022,"Prevalence of diabetes, crude",Male,16.9
Bhutan,2013,2013,2013,"Mean HDL cholesterol, age-standardized",Male,1.1
Bhutan,2009,2009,2009,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,9.7
Bhutan,2005,2005,2005,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,2001,2001,2001,"Prevalence of diabetes, crude",Female,9.9
Bhutan,2002,2002,2002,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,18.3
Bhutan,2009,2009,2009,"Mean total cholesterol,  age-standardized",Both sexes,4.2
Bhutan,1988,1988,1988,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2015,2015,2015,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Both sexes,9.4
Bhutan,1984,1984,1984,"Mean Non-HDL cholesterol, crude",Female,2.8
Bhutan,2019,2019,2019,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,7.9
Bhutan,1999,1999,1999,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,8.7
Bhutan,2013,2013,2013,"Mean total cholesterol,  crude",Male,4.1
Bhutan,2004,2004,2004,"Prevalence of diabetes, age-standardized",Both sexes,12.5
Bhutan,1985,1985,1985,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1990,1990,1990,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,18.8
Bhutan,2011,2011,2011,Insufficiently active (crude estimate),Male,82.7
Bhutan,2010,2010,2010,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,4.3
Bhutan,2017,2017,2017,"Mean total cholesterol,  crude",Female,4.1
Bhutan,1993,1993,1993,"Mean HDL cholesterol, crude",Male,1.2
Bhutan,1982,1982,1982,"Mean total cholesterol,  age-standardized",Female,4.1
Bhutan,1980,1980,1980,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2012,2012,2012,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Female,12.2
Bhutan,2016,2016,2016,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,11.2
Bhutan,2009,2009,2009,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7
Bhutan,2015,2015,2015,"Mean Non-HDL cholesterol, age-standardized",Female,3.1
Bhutan,2022,2022,2022,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,15.4
Bhutan,2010,2010,2010,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,9.4
Bhutan,1987,1987,1987,"Mean Non-HDL cholesterol, crude",Male,3
Bhutan,2014,2014,2014,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,47
Bhutan,2002,2002,2002,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,4.5
Bhutan,1997,1997,1997,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,17.8
Bhutan,2022,2022,2022,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,5.2
Bhutan,2021,2021,2021,Estimate of current tobacco use prevalence (%),Male,27.7
Bhutan,1988,1988,1988,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3
Bhutan,2011,2011,2011,Total NCD Deaths,Female,1030
Bhutan,1982,1982,1982,"Mean Non-HDL cholesterol, crude",Male,2.9
Bhutan,1995,1995,1995,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,1998,1998,1998,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,1.2
Bhutan,2013,2013,2013,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,4.1
Bhutan,1992,1992,1992,"Mean Non-HDL cholesterol, age-standardized",Male,3.1
Bhutan,2015,2015,2015,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,5.4
Bhutan,2005,2005,2005,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,9
Bhutan,2009,2009,2009,"Mean total cholesterol,  age-standardized",Female,4.3
Bhutan,2013,2013,2013,Insufficiently active (crude estimate),Both sexes,84
Bhutan,2023,2023,2023,Vision and eyecare: Effective refractive error coverage (eREC) (%),Age-standardized,47.14
Bhutan,2007,2007,2007,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,3.1
Bhutan,2010,2010,2010,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,31.6
Bhutan,2005,2005,2005,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,8.7
Bhutan,2014,2014,2014,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,5.4
Bhutan,1980,1980,1980,"Mean Non-HDL cholesterol, age-standardized",Male,2.9
Bhutan,2012,2012,2012,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,8.5
Bhutan,1994,1994,1994,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2013,2013,2013,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,11.7
Bhutan,1995,1995,1995,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,4.1
Bhutan,2017,2017,2017,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,1997,1997,1997,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,14.6
Bhutan,2006,2006,2006,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Both sexes,19.6
Bhutan,2017,2017,2017,Crude suicide rates (per 100 000 population),Female,3.8
Bhutan,2020,2020,2020,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,19.9
Bhutan,2002,2002,2002,Insufficiently active (crude estimate),Both sexes,83.6
Bhutan,2017,2017,2017,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,4.5
Bhutan,1992,1992,1992,"Mean Non-HDL cholesterol, crude",Both sexes,3
Bhutan,1994,1994,1994,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,15.7
Bhutan,2007,2007,2007,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,24.8
Bhutan,2007,2007,2007,"Mean total cholesterol,  age-standardized",Both sexes,4.2
Bhutan,2004,2004,2004,"Prevalence of diabetes, crude",Female,15.8
Bhutan,2017,2017,2017,"Mean HDL cholesterol, crude",Male,1.1
Bhutan,1981,1981,1981,"Mean HDL cholesterol, age-standardized",Male,1.3
Bhutan,1981,1981,1981,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.52
Bhutan,1999,1999,1999,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2000,2000,2000,"Mean Non-HDL cholesterol, age-standardized",Male,3.2
Bhutan,2002,2002,2002,"Prevalence of diabetes, crude",Female,15.1
Bhutan,2020,2020,2020,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0.1
Bhutan,1980,1980,1980,"Mean Non-HDL cholesterol, crude",Female,2.7
Bhutan,1992,1992,1992,"Diabetes treatment coverage, age-standardized",Both sexes,14.5
Bhutan,1997,1997,1997,"Mean HDL cholesterol, crude",Both sexes,1.2
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Male,6.1
Bhutan,2004,2004,2004,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,2.9
Bhutan,1978,1978,1978,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1981,1981,1981,"Mean Non-HDL cholesterol, crude",Both sexes,2.8
Bhutan,2011,2011,2011,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,6.8
Bhutan,2019,2019,2019,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,3.8
Bhutan,2014,2014,2014,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,5.3
Bhutan,2019,2019,2019,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,7.2
Bhutan,1997,1997,1997,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,19.3
Bhutan,1964,1964,1964,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.5
Bhutan,1995,1995,1995,"Diabetes treatment coverage, age-standardized",Male,14.7
Bhutan,2012,2012,2012,"Diabetes treatment coverage, age-standardized",Male,13.1
Bhutan,2011,2011,2011,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,4.6
Bhutan,2015,2015,2015,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,5.1
Bhutan,2013,2013,2013,Total NCD Deaths,Female,1120
Bhutan,1994,1994,1994,"Mean Non-HDL cholesterol, crude",Female,3
Bhutan,2002,2002,2002,"Prevalence of diabetes, crude",Female,10.2
Bhutan,1961,1961,1961,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,0.42
Bhutan,2010,2010,2010,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,9
Bhutan,2004,2004,2004,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,9.2
Bhutan,1986,1986,1986,"Mean total cholesterol,  crude",Both sexes,4.1
Bhutan,1986,1986,1986,"Mean Non-HDL cholesterol, age-standardized",Male,3
Bhutan,2010,2010,2010,"Mean total cholesterol,  crude",Female,4.2
Bhutan,2021,2021,2021,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,2002,2002,2002,"Prevalence of diabetes, crude",Male,9.5
Bhutan,2020,2020,2020,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,13.8
Bhutan,2016,2016,2016,"Mean total cholesterol,  crude",Both sexes,4.1
Bhutan,1997,1997,1997,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2017,2017,2017,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,46.2
Bhutan,2004,2004,2004,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,6.8
Bhutan,1999,1999,1999,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,4.1
Bhutan,1995,1995,1995,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,16.6
Bhutan,2007,2007,2007,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),Female,7.3
Bhutan,1993,1993,1993,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,1.4
Bhutan,2018,2018,2018,"Mean total cholesterol,  crude",Male,4
Bhutan,2008,2008,2008,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,19.9
Bhutan,2015,2015,2015,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,13
Bhutan,2010,2010,2010,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,8.9
Bhutan,2025,2025,2025,Estimate of current tobacco use prevalence (%),Male,26.1
Bhutan,1995,1995,1995,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1
Bhutan,2005,2005,2005,"Mean total cholesterol,  age-standardized",Both sexes,4.3
Bhutan,1995,1995,1995,"Diabetes treatment coverage, age-standardized",Female,13.5
Bhutan,1985,1985,1985,"Mean total cholesterol,  crude",Both sexes,4.1
Bhutan,2019,2019,2019,Prevalence of cervical cancer screening  among women aged 30-49 years (%),Female,62
Bhutan,2011,2011,2011,"Prevalence of diabetes, age-standardized",Female,18.4
Bhutan,2020,2020,2020,Crude suicide rates (per 100 000 population),Female,3.4
Bhutan,1999,1999,1999,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,13.6
Bhutan,2001,2001,2001,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.4
Bhutan,2013,2013,2013,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,7.9
Bhutan,2015,2015,2015,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.4
Bhutan,2011,2011,2011,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",Both sexes,4.5
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Male,5.4
Bhutan,2016,2016,2016,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,34
Bhutan,1988,1988,1988,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2030,2030,2030,Estimate of current tobacco smoking prevalence (%),Both sexes,5.3
Bhutan,1961,1961,1961,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1972,1972,1972,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.55
Bhutan,2014,2014,2014,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Both sexes,10.2
Bhutan,2009,2009,2009,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,7.3
Bhutan,1994,1994,1994,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2001,2001,2001,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,12.1
Bhutan,2017,2017,2017,"Diabetes treatment coverage, age-standardized",Both sexes,14.9
Bhutan,1980,1980,1980,"Mean Non-HDL cholesterol, crude",Male,2.9
Bhutan,2018,2018,2018,"Mean total cholesterol,  age-standardized",Male,4
Bhutan,1991,1991,1991,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,13.7
Bhutan,2010,2010,2010,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),Both sexes,9.6
Bhutan,2020,2020,2020,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,42
Bhutan,1992,1992,1992,"Diabetes treatment coverage, age-standardized",Female,13.6
Bhutan,2002,2002,2002,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,23
Bhutan,2005,2005,2005,"Mean Non-HDL cholesterol, age-standardized",Male,3.2
Bhutan,2030,2030,2030,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),Both sexes,5.1
Bhutan,2012,2012,2012,"Mean total cholesterol,  age-standardized",Female,4.2
Bhutan,2003,2003,2003,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,21.2
Bhutan,2008,2008,2008,Crude suicide rates (per 100 000 population),Both sexes,5.6
Bhutan,2022,2022,2022,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.4
Bhutan,2022,2022,2022,"Prevalence of diabetes, age-standardized",Female,20.6
Bhutan,1993,1993,1993,"Mean total cholesterol,  crude",Male,4.2
Bhutan,1997,1997,1997,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,18.3
Bhutan,1997,1997,1997,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1986,1986,1986,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1982,1982,1982,"Mean total cholesterol,  crude",Male,4.2
Bhutan,1991,1991,1991,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,1.3
Bhutan,1998,1998,1998,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.1
Bhutan,2022,2022,2022,Estimate of current tobacco use prevalence (%) (age-standardized rate),Both sexes,18.7
Bhutan,2015,2015,2015,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,3.3
Bhutan,2020,2020,2020,Estimate of current tobacco use prevalence (%),Female,12
Bhutan,1997,1997,1997,"Mean total cholesterol,  age-standardized",Male,4.3
Bhutan,2005,2005,2005,Estimate of current cigarette smoking prevalence (%),Female,4.4
Bhutan,1993,1993,1993,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.2
Bhutan,1994,1994,1994,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,15.2
Bhutan,2025,2025,2025,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),Male,7.2
Bhutan,2014,2014,2014,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,10.4
Bhutan,2021,2021,2021,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,4.8
Bhutan,2012,2012,2012,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,6.4
Bhutan,1993,1993,1993,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.2
Bhutan,2002,2002,2002,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,2.3
Bhutan,1993,1993,1993,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,0.7
Bhutan,2018,2018,2018,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Both sexes,9.3
Bhutan,2020,2020,2020,Estimate of current cigarette smoking prevalence (%),Both sexes,5.3
Bhutan,2009,2009,2009,"Mean Non-HDL cholesterol, age-standardized",Male,3.2
Bhutan,2009,2009,2009,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,9.7
Bhutan,2009,2009,2009,"Diabetes treatment coverage, age-standardized",Female,14.1
Bhutan,1984,1984,1984,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,1987,1987,1987,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,0.46
Bhutan,2012,2012,2012,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,6
Bhutan,2021,2021,2021,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,21
Bhutan,1998,1998,1998,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,20.2
Bhutan,2011,2011,2011,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,45
Bhutan,2020,2020,2020,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,13.3
Bhutan,2000,2000,2000,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,4.4
Bhutan,1994,1994,1994,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,0.8
Bhutan,2005,2005,2005,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.9
Bhutan,2011,2011,2011,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,26.2
Bhutan,2017,2017,2017,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,5.6
Bhutan,2019,2019,2019,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,4.7
Bhutan,1992,1992,1992,"Mean total cholesterol,  age-standardized",Both sexes,4.2
Bhutan,2007,2007,2007,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,3
Bhutan,2009,2009,2009,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Female,13
Bhutan,2006,2006,2006,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,11
Bhutan,2005,2005,2005,Total NCD Deaths,Male,1180
Bhutan,2003,2003,2003,"Prevalence of diabetes, crude",Male,14.4
Bhutan,2001,2001,2001,"Prevalence of diabetes, age-standardized",Both sexes,11.8
Bhutan,2002,2002,2002,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,62
Bhutan,1997,1997,1997,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,1.8
Bhutan,1990,1990,1990,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,3.7
Bhutan,2022,2022,2022,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,14.4
Bhutan,2019,2019,2019,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,45
Bhutan,2014,2014,2014,Insufficiently active (crude estimate),Male,82.7
Bhutan,2009,2009,2009,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,19.7
Bhutan,2019,2019,2019,Total NCD Deaths,Female,1290
Bhutan,2022,2022,2022,Estimate of current cigarette smoking prevalence (%),Female,1.4
Bhutan,2002,2002,2002,Total NCD Deaths,Female,860
Bhutan,2007,2007,2007,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",,1.9
Bhutan,2022,2022,2022,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,5.4
Bhutan,2012,2012,2012,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,10.8
Bhutan,2002,2002,2002,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.8
Bhutan,1974,1974,1974,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Wine,0
Bhutan,1991,1991,1991,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,13.5
Bhutan,2020,2020,2020,Estimate of current tobacco use prevalence (%) (age-standardized rate),Male,27
